GeneName;Column1;logCPM;F;Pvalue;FDR
UBAC2;-7,48E+14;5,88E+14;6,09E+14;4,48E+14;7,60E+14
CDS1;-1,24E+14;5,39E+14;6,08E+14;4,48E+13;7,60E+14
PCDHGB3;-4,69E+14;-6,25E+14;6,08E+14;4,48E+14;7,61E+14
NASP;-8,30E+13;6,25E+14;6,08E+14;4,48E+14;7,61E+14
ACTL10;4,71E+14;-8,45E+14;6,07E+13;4,49E+14;7,61E+14
LYPLA2;9,04E+14;6,51E+14;6,07E+13;4,49E+14;7,61E+14
ZYX;8,59E+12;7,98E+14;6,06E+14;4,49E+14;7,61E+14
TMEM67;-1,24E+14;2,97E+14;6,06E+14;4,49E+14;7,61E+14
FUT8-AS1;-6,78E+14;-1,32E+14;6,06E+14;4,49E+14;7,61E+14
WHAMMP2;-3,01E+13;4,40E+14;6,06E+14;4,49E+14;7,61E+14
ZSCAN5A;2,22E+14;1,15E+14;6,06E+14;4,49E+14;7,61E+14
MED26;1,15E+14;3,45E+14;6,06E+14;4,49E+13;7,61E+14
JARID2;6,79E+14;6,64E+14;6,06E+14;4,49E+14;7,61E+14
TMEM51-AS1;1,70E+14;2,25E+14;6,06E+14;4,49E+14;7,61E+14
SERPINE1;-5,85E+14;1,08E+14;6,06E+14;4,49E+14;7,61E+14
LOC283922;-2,61E+14;9,39E+14;6,05E+14;4,49E+14;7,61E+14
FBN2;6,81E+14;7,13E+14;6,05E+14;4,49E+14;7,61E+14
SLC25A34;3,85E+13;1,18E+14;6,04E+14;4,50E+14;7,61E+14
PSTK;2,34E+14;1,21E+14;6,04E+14;4,50E+14;7,61E+14
EEF1G;6,15E+14;1,08E+14;6,04E+14;4,50E+13;7,61E+14
CSRP2;-9,91E+13;4,95E+14;6,04E+14;4,50E+14;7,61E+14
CHST10;-2,15E+14;1,71E+14;6,04E+14;4,50E+14;7,61E+14
REXO2;-7,39E+14;7,43E+14;6,03E+14;4,50E+14;7,61E+14
OCA2;2,88E+14;4,06E+14;6,03E+14;4,50E+14;7,61E+14
WDFY3-AS2;-2,86E+14;3,78E+14;6,03E+14;4,50E+14;7,61E+14
COL4A6;6,59E+14;6,66E+14;6,03E+14;4,50E+13;7,61E+14
MAGI1;-1,03E+14;4,69E+14;6,03E+14;4,50E+14;7,61E+14
FCHSD1;1,14E+14;5,19E+14;6,03E+14;4,50E+14;7,61E+14
HAP1;-2,06E+14;1,49E+14;6,03E+14;4,50E+14;7,61E+14
ZCCHC8;-9,12E+14;4,39E+14;6,03E+14;4,50E+14;7,61E+14
ASCC3;-8,70E+14;7,23E+14;6,03E+14;4,50E+14;7,61E+14
CDKN1A;6,54E+14;9,60E+14;6,02E+14;4,50E+14;7,61E+14
CASP2;-8,45E+14;5,34E+14;6,02E+14;4,50E+14;7,61E+14
CREB3L2;-6,44E+14;6,83E+13;6,02E+14;4,50E+12;7,61E+14
CHCHD10;1,11E+14;3,94E+14;6,02E+14;4,51E+14;7,61E+14
RPL10A;6,58E+14;8,71E+14;6,02E+14;4,51E+14;7,61E+14
SGSM3;1,27E+14;5,38E+14;6,01E+14;4,51E+14;7,61E+14
RPS6KB2;1,08E+14;5,85E+14;6,01E+14;4,51E+14;7,61E+14
ATXN3;1,18E+14;4,65E+14;6,01E+14;4,51E+14;7,61E+14
TRIM29;7,08E+14;8,97E+14;6,01E+14;4,51E+14;7,61E+14
ZNF581;1,37E+14;3,12E+14;6,01E+14;4,51E+14;7,61E+14
R3HDM1;-7,44E+14;6,19E+14;6,01E+14;4,51E+14;7,61E+14
MEIS1-AS3;8,32E+14;-1,45E+14;6,00E+14;4,51E+14;7,61E+13
NQO1;-6,42E+14;7,24E+14;6,00E+14;4,51E+14;7,61E+13
NME6;1,02E+14;3,83E+14;6,00E+14;4,51E+14;7,61E+14
HOOK3;-7,43E+14;5,53E+14;6,00E+14;4,51E+14;7,61E+14
OTUD7B;-7,60E+14;5,90E+14;6,00E+14;4,51E+14;7,61E+14
ORC1;-2,02E+14;1,78E+14;5,99E+14;4,52E+14;7,62E+14
FAM193B;8,54E+14;5,49E+14;5,99E+13;4,52E+14;7,62E+14
ABCF3;7,35E+14;5,57E+14;5,98E+14;4,52E+14;7,62E+14
DCBLD2;-7,05E+14;8,62E+14;5,98E+14;4,52E+14;7,62E+14
WWP2;8,04E+14;5,16E+14;5,98E+14;4,52E+14;7,62E+14
MAP3K7;7,81E+14;6,20E+14;5,98E+14;4,52E+14;7,62E+14
SNORD26;-2,89E+14;8,33E+14;5,98E+14;4,52E+14;7,62E+14
RDM1;-7,00E+13;-1,34E+14;5,98E+14;4,52E+14;7,62E+14
EML6;-3,26E+14;4,33E+14;5,98E+14;4,52E+14;7,62E+14
TESK1;9,38E+14;4,89E+14;5,97E+14;4,52E+14;7,62E+14
SNORD116-4;5,12E+14;-4,10E+14;5,96E+14;4,53E+14;7,62E+13
NDUFAB1;-9,38E+14;4,81E+13;5,96E+14;4,53E+14;7,62E+13
P4HA1;-7,52E+14;7,46E+14;5,96E+14;4,53E+14;7,62E+13
CLEC2D;-1,60E+14;2,05E+14;5,96E+14;4,53E+14;7,62E+13
SH3BP1;8,30E+14;6,00E+14;5,96E+14;4,53E+14;7,62E+13
SNORD54;-5,82E+14;-9,95E+14;5,96E+13;4,53E+14;7,62E+14
LOC153684;4,92E+14;-9,54E+14;5,95E+14;4,53E+14;7,62E+14
ZXDB;1,05E+14;4,60E+14;5,95E+14;4,53E+14;7,62E+14
NFU1;8,86E+14;5,10E+13;5,95E+14;4,53E+14;7,62E+14
METTL21A;-1,73E+14;2,43E+14;5,95E+14;4,53E+14;7,62E+14
PRR5;-2,26E+14;1,53E+14;5,94E+14;4,53E+14;7,63E+14
ZNF514;1,05E+13;3,85E+14;5,94E+14;4,54E+14;7,63E+14
AFF1;6,10E+14;7,71E+13;5,93E+14;4,54E+14;7,63E+14
KLRC3;-6,03E+14;-5,52E+14;5,93E+13;4,54E+14;7,63E+14
PPP1R13B;-9,61E+14;5,29E+14;5,92E+14;4,54E+14;7,63E+14
DECR1;-7,62E+14;6,29E+14;5,92E+14;4,54E+14;7,63E+14
GGT7;-2,38E+14;1,53E+14;5,92E+14;4,54E+14;7,63E+14
SH3D19;-7,50E+14;7,13E+14;5,92E+14;4,54E+14;7,63E+14
MAPK1;-6,41E+14;6,98E+13;5,92E+14;4,54E+13;7,64E+14
TMX2;8,02E+14;6,19E+14;5,91E+14;4,54E+14;7,64E+14
MFHAS1;-1,07E+14;4,11E+14;5,91E+14;4,54E+14;7,64E+14
GPHN;-1,06E+14;3,97E+14;5,91E+14;4,55E+13;7,64E+14
HLA-F-AS1;-2,02E+14;1,71E+14;5,91E+13;4,55E+14;7,64E+14
ZNF623;8,89E+14;4,47E+14;5,91E+14;4,55E+14;7,64E+14
UNC119;7,99E+14;5,32E+14;5,91E+14;4,55E+14;7,64E+14
PLEKHA1;7,28E+14;6,47E+14;5,90E+14;4,55E+14;7,64E+14
FOXD4;-4,35E+14;-7,78E+14;5,90E+14;4,55E+14;7,64E+14
FUZ;-2,45E+14;1,36E+14;5,90E+13;4,55E+14;7,64E+14
sep-06;-1,01E+14;4,23E+14;5,89E+14;4,55E+14;7,64E+14
SNORD22;-2,52E+14;1,32E+14;5,89E+14;4,55E+14;7,64E+14
EPS8L2;-9,78E+14;8,20E+14;5,89E+12;4,55E+14;7,64E+14
ADAM9;-6,38E+14;1,00E+14;5,89E+14;4,55E+13;7,64E+14
MAN2A2;9,43E+14;4,96E+14;5,89E+14;4,55E+14;7,64E+14
EPC2;-1,19E+13;4,16E+14;5,89E+14;4,56E+14;7,64E+14
KLC1;6,29E+14;7,41E+13;5,88E+14;4,56E+14;7,64E+14
TCF25;8,32E+14;6,48E+14;5,88E+14;4,56E+13;7,64E+14
FAM208B;-8,69E+14;6,58E+14;5,88E+14;4,56E+14;7,64E+14
PPP2R2D;8,01E+14;5,48E+14;5,88E+13;4,56E+14;7,64E+14
TNFSF12;2,57E+14;1,39E+14;5,88E+14;4,56E+14;7,64E+14
HERC3;7,93E+14;5,29E+12;5,87E+14;4,56E+14;7,64E+14
ATG14;-1,04E+14;4,41E+14;5,87E+14;4,56E+14;7,64E+14
MORN4;1,06E+14;3,96E+14;5,87E+13;4,56E+14;7,64E+14
GRIK2;4,09E+14;-3,02E+14;5,87E+13;4,56E+14;7,64E+14
SLC25A21;-3,86E+14;-1,11E+14;5,86E+14;4,57E+14;7,64E+14
ACIN1;6,33E+14;8,13E+14;5,86E+14;4,57E+14;7,64E+14
RPS27;8,50E+14;9,18E+14;5,86E+13;4,57E+14;7,64E+14
SCYL1;9,94E+13;5,89E+14;5,86E+14;4,57E+14;7,64E+14
TRPM6;-3,65E+14;4,14E+14;5,86E+14;4,57E+14;7,64E+14
PTGR1;-7,26E+14;7,34E+14;5,85E+14;4,57E+14;7,65E+14
CUL3;-7,32E+14;6,17E+14;5,85E+14;4,57E+14;7,65E+14
ADCY10P1;-1,28E+14;2,85E+13;5,85E+14;4,57E+14;7,65E+14
FGFRL1;1,01E+14;4,95E+14;5,85E+14;4,57E+14;7,65E+14
EVA1A;-1,49E+14;3,10E+13;5,84E+13;4,57E+14;7,65E+14
YWHAZ;6,48E+14;1,03E+14;5,84E+14;4,57E+14;7,65E+14
COL5A1;-1,24E+14;2,85E+14;5,84E+14;4,57E+14;7,65E+14
RBKS;3,30E+14;3,89E+14;5,84E+14;4,57E+14;7,65E+14
KLK9;2,18E+13;2,18E+14;5,84E+13;4,57E+14;7,65E+14
SLC6A11;1,25E+14;2,77E+14;5,84E+14;4,57E+14;7,65E+14
CENPK;-2,25E+14;1,10E+14;5,83E+12;4,57E+14;7,65E+14
ZNF470;-1,03E+14;3,81E+14;5,83E+14;4,57E+14;7,65E+14
ATP6V0D1;8,20E+14;6,39E+13;5,83E+14;4,58E+14;7,65E+14
TREX1;-1,99E+14;1,79E+14;5,82E+14;4,58E+14;7,65E+14
WDR45;1,00E+13;4,48E+14;5,82E+14;4,58E+14;7,65E+14
METTL18;-1,64E+13;2,31E+14;5,82E+13;4,58E+14;7,65E+14
DDX55;-8,90E+14;5,29E+14;5,82E+14;4,58E+14;7,65E+14
SPAG17;-2,82E+14;9,12E+14;5,81E+13;4,58E+13;7,66E+14
ABHD14A;-2,12E+14;1,15E+14;5,81E+14;4,58E+14;7,66E+14
SETBP1;9,63E+14;4,50E+14;5,81E+14;4,59E+14;7,66E+14
PLD5;-1,63E+14;1,81E+14;5,80E+12;4,59E+13;7,66E+14
WNT5A;1,30E+14;3,42E+14;5,80E+14;4,59E+14;7,66E+14
PSMD11;6,56E+14;7,36E+14;5,80E+14;4,59E+14;7,66E+14
SENP5;-8,69E+14;4,97E+14;5,79E+13;4,59E+14;7,66E+14
INTS2;-1,39E+13;3,88E+14;5,79E+14;4,59E+14;7,66E+14
LINC00578;-2,66E+14;5,81E+14;5,79E+14;4,59E+14;7,66E+14
GOLPH3;-7,44E+14;5,92E+14;5,79E+14;4,59E+14;7,66E+14
OAZ1;7,30E+14;7,76E+14;5,78E+14;4,59E+14;7,66E+14
ZNF207;6,40E+14;7,38E+14;5,78E+14;4,59E+14;7,66E+14
SNORD88B;-6,22E+14;-1,19E+14;5,78E+14;4,59E+14;7,66E+14
PDCD6;6,56E+14;6,40E+14;5,78E+14;4,59E+14;7,66E+14
TAF10;7,27E+14;6,04E+14;5,78E+14;4,59E+14;7,66E+14
BCKDHB;-1,26E+14;3,43E+14;5,77E+14;4,60E+13;7,67E+14
DIDO1;7,39E+14;6,26E+14;5,77E+14;4,60E+14;7,67E+14
RPF1;8,93E+14;5,25E+14;5,77E+14;4,60E+14;7,67E+14
WDPCP;1,96E+14;1,36E+14;5,76E+14;4,60E+14;7,67E+14
ZNF560;5,40E+14;-1,05E+13;5,76E+14;4,60E+14;7,67E+14
LINC00852;-2,47E+14;6,53E+14;5,76E+14;4,60E+14;7,67E+14
KLF5;6,25E+14;7,81E+14;5,76E+14;4,60E+14;7,67E+14
STMN1;7,95E+14;6,14E+14;5,75E+14;4,61E+14;7,67E+13
TRIP6;-9,07E+14;5,92E+14;5,75E+14;4,61E+13;7,67E+13
ANAPC15;7,23E+13;5,75E+14;5,75E+14;4,61E+14;7,67E+13
ZNF426;1,17E+14;3,74E+13;5,75E+14;4,61E+14;7,67E+13
TMA16;-9,23E+14;4,46E+14;5,75E+14;4,61E+14;7,67E+13
SMYD5;8,76E+13;4,53E+14;5,75E+14;4,61E+14;7,67E+13
SLC24A4;5,57E+14;-6,81E+14;5,75E+14;4,61E+14;7,67E+13
E2F6;1,64E+14;2,68E+14;5,74E+14;4,61E+14;7,67E+13
MTA1;8,90E+14;5,71E+13;5,74E+14;4,61E+14;7,67E+13
CUL4A;8,09E+14;6,55E+14;5,74E+14;4,61E+14;7,67E+13
TBCCD1;1,14E+14;3,33E+13;5,74E+14;4,61E+14;7,67E+13
SCAPER;-1,04E+13;4,14E+14;5,74E+14;4,61E+14;7,67E+13
LIG1;-1,21E+14;3,78E+14;5,73E+14;4,61E+14;7,67E+13
SAMD15;2,71E+14;6,20E+14;5,73E+14;4,61E+14;7,67E+13
APOL1;6,77E+14;6,31E+14;5,73E+14;4,61E+14;7,67E+13
LOC728743;-1,72E+14;1,89E+14;5,73E+14;4,61E+14;7,67E+13
MEIG1;6,35E+14;-1,22E+14;5,73E+14;4,61E+14;7,67E+13
TRAF3IP2-AS1;-3,73E+14;-1,34E+14;5,73E+14;4,61E+14;7,67E+13
SYNE4;2,11E+14;2,85E+14;5,72E+14;4,62E+13;7,68E+14
PDLIM2;1,11E+14;4,43E+14;5,71E+14;4,62E+14;7,68E+14
CBR3;-2,61E+14;7,86E+14;5,71E+14;4,62E+14;7,68E+14
RNASE7;8,42E+14;5,83E+14;5,71E+12;4,62E+14;7,68E+14
MYO19;-8,98E+14;5,65E+14;5,71E+14;4,62E+14;7,68E+14
DIRAS1;7,53E+14;-1,69E+14;5,71E+14;4,62E+14;7,68E+14
CEBPA;-1,74E+14;1,72E+14;5,71E+14;4,62E+14;7,68E+14
LOC100129148;-2,12E+13;1,64E+14;5,71E+14;4,62E+14;7,68E+14
GMIP;1,01E+14;4,19E+14;5,70E+14;4,62E+14;7,68E+14
TAPBPL;-1,39E+14;2,63E+14;5,70E+14;4,63E+14;7,68E+14
GCHFR;2,90E+14;4,65E+14;5,69E+14;4,63E+14;7,68E+14
SLC39A10;-8,66E+14;4,73E+14;5,69E+14;4,63E+14;7,68E+14
SURF1;1,17E+14;3,77E+14;5,69E+12;4,63E+14;7,68E+14
WNT5B;1,65E+14;2,52E+14;5,69E+14;4,63E+14;7,68E+14
ZFYVE16;-1,28E+14;4,92E+14;5,69E+13;4,63E+14;7,68E+14
ABCD4;-9,52E+14;4,38E+14;5,69E+14;4,63E+14;7,68E+14
DANCR;-9,97E+14;3,62E+14;5,68E+14;4,63E+14;7,68E+14
LOC100294362;6,73E+14;-1,15E+14;5,68E+13;4,63E+14;7,69E+14
TAB3;-6,43E+14;7,22E+14;5,67E+14;4,64E+14;7,69E+14
NSUN3;-1,16E+14;3,48E+14;5,67E+14;4,64E+14;7,69E+14
MAP2K5;1,37E+14;4,09E+14;5,67E+14;4,64E+14;7,69E+14
DCLRE1A;-1,19E+13;3,44E+14;5,67E+14;4,64E+14;7,69E+14
ZSCAN26;-1,32E+14;3,49E+14;5,66E+14;4,64E+14;7,69E+14
NFS1;7,85E+14;5,52E+14;5,66E+14;4,64E+14;7,69E+14
AQP7P1;6,15E+14;-1,23E+13;5,66E+14;4,64E+14;7,69E+14
PNPO;-7,06E+14;6,27E+14;5,66E+14;4,64E+14;7,69E+14
LOC100289511;3,69E+14;1,11E+14;5,65E+14;4,65E+14;7,70E+13
ZNF19;2,97E+14;6,92E+14;5,65E+13;4,65E+14;7,70E+14
TAF1C;-1,22E+13;3,97E+13;5,64E+14;4,65E+14;7,70E+13
C3orf52;1,19E+14;4,28E+14;5,63E+14;4,65E+14;7,71E+14
PLXND1;5,53E+14;-4,54E+14;5,63E+14;4,65E+14;7,71E+14
TAF11;8,08E+14;4,69E+14;5,63E+14;4,65E+14;7,71E+14
TSSC4;-1,35E+14;3,74E+14;5,62E+14;4,65E+14;7,71E+14
TAZ;-1,18E+14;3,41E+14;5,62E+14;4,66E+14;7,71E+14
NDUFS8;1,17E+14;5,12E+14;5,62E+14;4,66E+13;7,71E+14
PHF8;-7,76E+14;5,52E+14;5,62E+14;4,66E+14;7,71E+14
GRIN3B;3,14E+14;8,92E+14;5,61E+14;4,66E+14;7,71E+14
ABCA1;-6,96E+14;6,29E+14;5,61E+14;4,66E+14;7,71E+14
CHPF2;9,59E+13;5,82E+14;5,60E+14;4,66E+14;7,71E+13
CES3;-1,95E+14;1,44E+13;5,60E+14;4,67E+14;7,72E+12
NCK1;8,48E+14;6,27E+14;5,60E+14;4,67E+14;7,72E+14
HINFP;9,27E+14;4,38E+14;5,59E+14;4,67E+14;7,72E+14
TPMT;-9,37E+13;5,35E+13;5,59E+14;4,67E+14;7,72E+14
ITGB1BP2;4,59E+13;-6,00E+14;5,59E+12;4,67E+14;7,72E+13
MFSD5;-9,65E+14;4,63E+13;5,58E+14;4,67E+13;7,72E+14
IFIT5;9,72E+14;4,47E+14;5,58E+14;4,67E+14;7,72E+14
CSTF3;-9,24E+14;5,75E+14;5,58E+14;4,67E+14;7,72E+14
BRI3BP;-1,34E+14;3,71E+14;5,58E+14;4,67E+14;7,72E+14
EPC1;-1,13E+14;4,63E+13;5,57E+14;4,67E+14;7,72E+14
ETHE1;8,70E+14;6,06E+14;5,57E+14;4,68E+13;7,72E+14
CXorf40A;1,50E+14;2,66E+14;5,57E+14;4,68E+14;7,72E+14
THBS4;3,95E+14;-4,27E+14;5,57E+14;4,68E+14;7,73E+14
GEM;2,37E+14;8,88E+13;5,56E+14;4,68E+14;7,73E+14
B3GALNT1;1,60E+14;2,35E+13;5,56E+14;4,68E+14;7,73E+14
RNF7;7,86E+14;5,60E+14;5,56E+14;4,68E+14;7,73E+14
CCDC113;-9,42E+14;4,36E+14;5,56E+14;4,68E+14;7,73E+13
PUS3;1,03E+14;4,80E+14;5,55E+14;4,68E+14;7,73E+14
PCDH9;-4,24E+14;-3,36E+14;5,55E+14;4,68E+14;7,73E+14
ZKSCAN7;-1,79E+14;2,03E+14;5,54E+14;4,69E+14;7,73E+14
PLEKHA2;-8,17E+14;5,65E+14;5,54E+14;4,69E+14;7,73E+14
TRAF3IP3;5,93E+14;-1,14E+13;5,54E+14;4,69E+14;7,73E+14
COG6;-8,53E+14;4,60E+14;5,54E+13;4,69E+14;7,73E+14
TSPYL5;-1,42E+14;2,66E+14;5,53E+14;4,69E+14;7,74E+14
C6orf52;-3,28E+14;8,44E+14;5,53E+14;4,69E+14;7,74E+14
CLCN1;3,89E+14;-2,95E+14;5,53E+14;4,69E+14;7,74E+14
IPPK;8,24E+14;5,10E+14;5,53E+14;4,69E+14;7,74E+13
ADCK1;-1,36E+14;2,60E+14;5,53E+14;4,69E+14;7,74E+13
C19orf54;-1,13E+14;3,21E+14;5,52E+14;4,70E+14;7,74E+14
KIF16B;-7,64E+14;5,88E+14;5,52E+14;4,70E+14;7,74E+14
ACCS;-1,64E+14;2,06E+14;5,52E+13;4,70E+14;7,74E+14
ZNF610;-1,60E+14;2,66E+14;5,52E+14;4,70E+14;7,74E+14
TOP1P1;8,16E+14;-1,64E+14;5,51E+14;4,70E+14;7,74E+14
ELP6;1,09E+14;4,39E+14;5,51E+14;4,70E+14;7,74E+14
PLA2G16;-1,53E+14;2,51E+14;5,51E+14;4,70E+14;7,74E+14
SENP6;-1,03E+14;5,45E+13;5,51E+14;4,70E+14;7,74E+14
WDR83;1,18E+14;3,18E+14;5,51E+14;4,70E+14;7,74E+14
CUEDC2;7,22E+14;5,84E+14;5,50E+14;4,70E+14;7,74E+14
HSD17B10;7,38E+14;6,00E+14;5,50E+13;4,70E+14;7,74E+14
TXLNB;-7,49E+14;-1,44E+14;5,50E+14;4,70E+14;7,74E+14
PURA;-1,05E+14;4,17E+14;5,50E+13;4,70E+14;7,74E+14
EIF1;-6,19E+14;8,31E+14;5,50E+14;4,70E+14;7,74E+14
MANEAL;-2,73E+14;3,46E+13;5,50E+14;4,70E+14;7,74E+14
DSTN;-1,17E+14;7,33E+14;5,50E+14;4,70E+14;7,74E+14
NBR1;-6,33E+14;7,61E+14;5,50E+14;4,70E+14;7,74E+14
KLK7;8,77E+14;7,21E+14;5,49E+14;4,71E+13;7,74E+14
TRDMT1;-2,00E+14;1,30E+12;5,49E+14;4,71E+14;7,74E+14
STYK1;1,20E+14;2,94E+14;5,49E+14;4,71E+14;7,74E+14
TNPO3;-6,65E+14;6,66E+14;5,49E+14;4,71E+14;7,74E+14
ATG10;-1,77E+14;2,30E+14;5,49E+14;4,71E+14;7,74E+14
TNK1;9,45E+14;4,31E+14;5,49E+14;4,71E+14;7,74E+14
RIOK1;-7,90E+14;4,92E+14;5,49E+14;4,71E+14;7,74E+14
RALB;6,63E+14;6,47E+12;5,49E+14;4,71E+14;7,74E+14
RPL11;6,24E+14;1,08E+14;5,48E+13;4,71E+14;7,74E+14
CARD10;1,08E+13;5,54E+14;5,48E+14;4,71E+14;7,74E+14
NUDT22;1,41E+14;3,92E+14;5,48E+14;4,71E+14;7,74E+14
SAMD4B;6,78E+14;6,23E+14;5,48E+13;4,71E+14;7,74E+14
SLFN13;-1,56E+14;1,89E+14;5,48E+14;4,71E+14;7,74E+14
DCAF12;-6,65E+14;5,92E+14;5,48E+14;4,71E+14;7,74E+14
TOM1L2;7,61E+14;6,67E+13;5,47E+14;4,71E+14;7,74E+14
HSPB6;-3,11E+14;4,83E+14;5,47E+13;4,71E+14;7,74E+14
OPLAH;2,34E+14;1,44E+14;5,47E+14;4,72E+13;7,74E+14
STK17A;-9,51E+13;6,39E+14;5,47E+13;4,72E+14;7,74E+14
BAX;6,84E+14;5,93E+14;5,47E+13;4,72E+14;7,74E+14
LIN52;-1,54E+14;2,11E+14;5,46E+14;4,72E+14;7,74E+14
ZNF624;-1,55E+14;2,77E+14;5,46E+14;4,72E+14;7,74E+14
ASB14;3,86E+14;3,62E+14;5,46E+14;4,72E+14;7,74E+14
ATP6V1F;7,59E+14;7,04E+14;5,46E+14;4,72E+14;7,74E+14
ANKRD2;-3,67E+14;7,88E+14;5,46E+14;4,72E+14;7,74E+14
CAMK2G;7,03E+14;6,04E+14;5,46E+14;4,72E+14;7,74E+14
KDM1B;-7,78E+13;5,61E+14;5,46E+14;4,72E+14;7,74E+14
GCLM;-7,15E+14;5,53E+14;5,45E+14;4,72E+14;7,74E+14
LEPR;-1,22E+14;3,86E+13;5,45E+14;4,72E+14;7,75E+14
ZNF425;1,52E+14;2,18E+14;5,44E+14;4,73E+14;7,75E+14
AFF4;-5,88E+14;7,84E+14;5,44E+14;4,73E+14;7,75E+14
STRIP1;7,45E+13;5,22E+14;5,44E+13;4,73E+14;7,75E+14
SNORA41;5,78E+14;-1,01E+13;5,44E+14;4,73E+14;7,75E+14
ZNF805;-1,39E+14;2,86E+14;5,44E+13;4,73E+14;7,75E+13
USP28;-8,77E+14;4,52E+14;5,43E+14;4,73E+14;7,75E+13
KIAA1614;-6,97E+14;-1,22E+14;5,43E+14;4,73E+14;7,75E+14
MRPL49;7,45E+14;5,79E+14;5,42E+14;4,73E+14;7,75E+14
SLC29A1;1,01E+14;4,24E+14;5,42E+14;4,73E+13;7,75E+14
ZBTB4;-5,96E+14;8,28E+13;5,42E+14;4,73E+14;7,75E+14
GLCCI1;-1,23E+14;2,94E+14;5,42E+14;4,74E+14;7,75E+14
RMI1;-2,48E+14;1,29E+14;5,42E+14;4,74E+14;7,75E+14
ARL11;5,47E+14;-9,77E+14;5,42E+14;4,74E+14;7,75E+14
DTX2P1-UPK3BP1-PMS2P11;1,64E+14;2,32E+14;5,42E+14;4,74E+14;7,75E+14
PLEKHG6;1,60E+13;2,77E+14;5,41E+14;4,74E+14;7,75E+14
ZNF311;-1,46E+14;2,43E+14;5,41E+14;4,74E+14;7,75E+14
ZNF283;-1,79E+14;2,01E+14;5,41E+14;4,74E+14;7,75E+14
ZSCAN23;-3,09E+12;5,66E+14;5,41E+14;4,74E+14;7,75E+14
ANO1;1,35E+14;3,38E+14;5,41E+14;4,74E+14;7,75E+14
C9orf43;-3,48E+14;-1,13E+14;5,41E+14;4,74E+14;7,75E+14
RALGAPA1;-8,84E+14;4,48E+14;5,41E+14;4,74E+14;7,75E+14
IDO1;2,28E+14;9,99E+14;5,41E+14;4,74E+13;7,75E+14
RPRD1A;-9,84E+14;5,34E+14;5,41E+14;4,74E+13;7,75E+14
TXNDC9;9,11E+14;4,84E+14;5,41E+14;4,74E+14;7,75E+14
CKB;1,38E+14;5,12E+14;5,41E+14;4,74E+14;7,75E+14
RAPSN;-6,12E+14;-1,30E+14;5,41E+14;4,74E+14;7,75E+14
BPTF;-5,83E+14;7,28E+14;5,40E+14;4,74E+14;7,75E+14
AGAP6;1,24E+14;3,00E+14;5,40E+14;4,74E+14;7,75E+14
CHMP6;1,30E+14;3,21E+14;5,40E+14;4,75E+13;7,75E+14
SYCP2L;-2,54E+14;6,94E+14;5,40E+14;4,75E+14;7,75E+14
GRHPR;7,40E+14;6,19E+14;5,39E+14;4,75E+14;7,75E+14
NRP2;7,85E+14;5,54E+14;5,39E+13;4,75E+14;7,75E+14
DNAJC19;-9,26E+14;4,01E+14;5,39E+14;4,75E+13;7,75E+14
COL16A1;1,01E+14;6,97E+14;5,39E+14;4,75E+14;7,75E+14
DDX6;-6,62E+14;8,06E+14;5,38E+14;4,75E+14;7,75E+14
SLC25A3;-6,54E+14;7,84E+14;5,38E+13;4,75E+14;7,75E+14
TMEM64;-1,26E+13;3,94E+14;5,38E+14;4,75E+14;7,75E+14
ZNHIT1;-7,28E+13;5,60E+14;5,38E+13;4,75E+14;7,75E+14
KIF17;-6,10E+14;-8,05E+14;5,37E+14;4,75E+14;7,75E+14
DHX9;6,09E+14;7,47E+14;5,37E+14;4,75E+14;7,75E+14
ANXA5;-7,96E+14;9,98E+14;5,37E+14;4,75E+14;7,75E+14
STAU1;6,45E+14;7,72E+13;5,37E+14;4,75E+14;7,75E+14
ANO4;1,36E+14;2,95E+14;5,37E+13;4,75E+13;7,75E+14
ELFN1;-5,60E+14;-1,13E+14;5,37E+14;4,76E+13;7,75E+14
PSORS1C1;2,13E+14;1,01E+12;5,37E+14;4,76E+14;7,75E+14
ZNF850;-1,76E+14;1,53E+14;5,37E+14;4,76E+14;7,75E+14
LINC00115;-2,96E+14;2,79E+14;5,37E+14;4,76E+14;7,75E+14
ANKDD1A;-3,26E+14;1,02E+14;5,37E+13;4,76E+14;7,75E+14
EPHB6;-3,21E+14;-4,49E+14;5,36E+14;4,76E+14;7,75E+14
LRP12;9,10E+14;5,32E+14;5,36E+14;4,76E+14;7,75E+13
USP32;-7,33E+14;6,10E+14;5,36E+14;4,76E+14;7,76E+14
RASL11A;-4,61E+13;-9,57E+14;5,35E+14;4,76E+14;7,76E+14
YY1;-6,92E+14;6,29E+14;5,34E+14;4,77E+14;7,76E+13
IFFO1;-3,44E+14;4,17E+14;5,34E+14;4,77E+14;7,76E+13
CIRBP;6,82E+14;5,90E+14;5,34E+14;4,77E+14;7,76E+13
RBM45;-1,92E+14;2,30E+14;5,34E+14;4,77E+14;7,76E+13
TAF6;9,45E+14;5,07E+14;5,34E+14;4,77E+14;7,76E+14
B4GALNT1;-3,44E+14;-1,09E+14;5,33E+14;4,77E+14;7,77E+12
LAT2;2,97E+14;5,14E+14;5,33E+14;4,77E+14;7,77E+12
PRKAG1;6,23E+14;6,28E+14;5,33E+14;4,77E+14;7,77E+12
